complexity,drug_pubchem_id,exact_mass,hba,hbd,heavy_atoms,molecular_formula,mw_freebase,mw_monoisotopic,smiles,tpsa
228,47528,211.059,1,5,15,C8H9N3O4,211.177,211.059,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],97.0
1390,47319,928.509,0,12,67,C53H72N2O12+2,929.161,928.509,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C,126.0
428,44562,295.121,1,3,22,C18H17NO3,295.338,295.121,CCC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O,57.6
499,44112,380.21,2,4,28,C23H28N2O3,380.488,380.21,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3,63.4
179,42396,225.136,3,4,16,C12H19NO3,225.288,225.136,CC(C)NCC(COC1=CC=C(C=C1)O)O,61.7
518,41781,348.126,3,5,24,C16H20N4O3S,348.421,348.126,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,109.0
962,41774,645.248,14,19,44,C25H43NO18,645.608,645.248,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO,321.0
459,41693,386.203,0,4,27,C22H30N2O2S,386.554,386.203,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,61.0
539,41317,326.188,1,3,24,C21H26O3,326.436,326.188,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC,46.5
677,40976,324.209,1,2,24,C22H28O2,324.464,324.209,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,37.3
605,40973,310.23,1,1,23,C22H30O,310.481,310.23,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34,20.2
596,40704,510.222,0,4,32,C26H41BrNO4+,511.521,510.222,CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C,36.9
384,39941,301.051,1,4,21,C16H12ClNO3,301.726,301.051,CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)Cl)C(=O)O,63.3
162,39880,154.038,1,4,11,C6H6N2O3,154.125,154.038,CC1=[N+](C(=CN=C1)C(=O)O)[O-],75.6
524,39860,372.266,1,3,27,C24H36O3,372.549,372.266,CCCCCCC(C)(C)C1=CC2=C(C3CC(=O)CCC3C(O2)(C)C)C(=C1)O,46.5
452,39042,361.108,2,4,25,C19H20ClNO4,361.822,361.108,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,75.6
379,38409,329.952,1,5,20,C13H8Cl2O4S,331.163,329.952,C1=CSC(=C1)C(=O)C2=C(C(=C(C=C2)OCC(=O)O)Cl)Cl,91.8
293,36920,295.161,2,4,20,C16H25NO2S,295.441,295.161,CC(C)(C)NCC(COC1=CC=CC2=C1SCCC2)O,66.8
305,36811,301.168,4,4,22,C18H23NO3,301.386,301.168,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,72.7
668,36709,326.225,0,2,24,C22H30O2,326.48,326.225,CCC(=O)C1(CCC2C1(CCC3=C4CCC(=O)C=C4CCC23)C)C,34.1
277,36339,244.121,0,3,18,C14H16N2O2,244.294,244.121,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,44.1
244,34521,207.09,1,3,15,C11H13NO3,207.229,207.09,CC1=CC(=CC=C1)N2CC(OC2=O)CO,49.8
382,34312,252.09,1,2,19,C15H12N2O2,252.273,252.09,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,63.4
647,33630,523.17,1,7,36,C28H27ClF5NO,523.972,523.17,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,23.5
454,33625,347.2,2,2,26,C22H25N3O,347.462,347.2,C1CN(CCC1NC(=O)C2=CC=CC=C2)CCC3=CNC4=CC=CC=C43,48.1
1090,32744,671.099,10,17,44,C19H27N7O16P2,671.406,671.099,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O.C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,351.0
284,31729,287.152,4,4,21,C17H21NO3,287.359,287.152,CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O,72.7
348,31477,309.194,2,5,22,C17H27NO4,309.406,309.194,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O,67.8
734,31378,380.2,3,6,27,C21H29FO5,380.456,380.2,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F,94.8
263,30668,258.033,1,2,16,C11H12Cl2N2O,259.13,258.033,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl,33.6
404,30623,268.117,2,6,19,C11H16N4O4,268.273,268.117,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,98.8
1940,29051,1084.473,11,24,76,C52H76O24,1085.156,1084.473,CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O,358.0
311,28397,311.225,1,2,23,C21H29NO,311.469,311.225,CCC(C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)O,23.5
351,28283,345.002,1,10,21,C10H13FeN2O8,345.065,345.002,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].[Fe+3],164.0
2040,27991,1068.427,13,15,74,C46H64N14O12S2,1069.224,1068.427,C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,489.0
406,27400,295.139,0,2,21,C19H21NS,295.444,295.139,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,31.5
996,26709,441.215,1,7,32,C25H31NO6,441.524,441.215,CC1=NC2(C(O1)CC3C2(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)C(=O)COC(=O)C,102.0
683,26248,368.053,1,8,27,C19H12O8,368.297,368.053,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C=C(C=C3C2=O)C(=O)O)OC(=O)C,124.0
516,26098,300.159,0,3,22,C16H20N4O2,300.362,300.159,CCCC1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C,56.2
988,25474,973.496,2,5,33,C20H4Cl4I4O5,973.665,971.499,C1=C2C(=C3C=C(C(=O)C(=C3OC2=C(C(=C1I)O)I)I)I)C4=C(C(=C(C(=C4Cl)Cl)Cl)Cl)C(=O)O,83.8
264,25295,289.135,0,3,20,C16H20ClN3,289.807,289.135,CN(C)CCN(CC1=CC=C(C=C1)Cl)C2=CC=CC=N2,19.4
354,23897,276.184,1,3,20,C16H24N2O2,276.38,276.184,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,45.3
514,23576,365.169,0,1,26,C22H25N2OS+,365.515,365.169,C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5,24.6
130,23403,294.169,2,4,18,C14H30O2S2,294.512,294.169,C(CCCCCSCCO)CCCCSCCO,91.1
399,21855,292.194,0,2,22,C20H24N2,292.426,292.194,CC(C1=CC=CC=N1)C2=C(CC3=CC=CC=C32)CCN(C)C,16.1
529,21847,362.199,1,3,27,C23H26N2O2,362.473,362.199,C1CN(CCC1C2(CCC(=O)NC2=O)C3=CC=CC=C3)CC4=CC=CC=C4,49.4
259,21109,266.163,1,5,19,C14H22N2O3,266.341,266.163,COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC,43.0
216,19063,242.082,2,3,16,C11H15ClN2O2,242.703,242.082,CC(C)NNC(=O)COC1=CC=C(C=C1)Cl,50.4
585,18140,439.168,1,3,29,C23H31Cl2NO3,440.405,439.168,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,49.8
330,17513,258.096,5,7,18,C9H14N4O5,258.234,258.096,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)N)C(=O)N,157.0
592,17012,434.164,1,7,30,C23H25F3N2OS,434.521,434.164,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,52.0
632,16362,461.228,1,4,34,C28H29F2N3O,461.557,461.228,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,35.6
279,16231,229.048,4,5,15,C6H8ClN7O,229.628,229.048,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,159.0
279,15387,263.169,0,3,19,C16H22FNO,263.356,263.169,CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F,20.3
384,15004,337.189,0,5,24,C18H27NO5,337.416,337.189,CCCOC(=O)CC1=CC(=C(C=C1)OCC(=O)N(CC)CC)OC,65.1
432,14707,321.209,1,2,24,C22H27NO,321.464,321.209,CC1C2CC3=C(C1(CCN2CCC4=CC=CC=C4)C)C=C(C=C3)O,23.5
719,13789,340.204,0,3,25,C22H28O3,340.463,340.204,CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC45CCC(=O)O5)C,43.4
1700,13342,810.42,3,12,59,C46H58N4O9,810.989,810.42,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,154.0
344,12555,309.184,0,3,23,C19H23N3O,309.413,309.184,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,30.3
391,11291,261.152,0,1,20,C19H19N,261.368,261.152,CN1CCC2=C(C1)C(C3=CC=CC=C23)C4=CC=CC=C4,3.2
752,11047,408.085,2,8,30,C22H16O8,408.362,408.085,CCOC(=O)C(C1=C(OC2=CC=CC=C2C1=O)O)C3=C(OC4=CC=CC=C4C3=O)O,119.0
89,10783,161.007,0,2,9,C6H8ClNS,161.647,161.007,CC1=C(SC=N1)CCCl,41.1
212,10715,184.121,2,2,13,C9H16N2O2,184.239,184.121,CC(C)C(CC=C)C(=O)NC(=O)N,72.2
664,10631,344.235,1,3,25,C22H32O3,344.495,344.235,CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,54.4
208,10548,256.114,0,4,15,C9H23NO3PS+,256.321,256.114,CCOP(=O)(OCC)SCC[N+](C)(C)C,60.8
60,10413,104.047,2,3,7,C4H8O3,104.105,104.047,C(CC(=O)O)CO,57.5
326,10294,468.073,2,5,20,C13H16HgNO5,466.865,468.073,COC(CNC(=O)C1=CC=CC=C1OCC(=O)O)C[Hg],84.9
255,10187,226.063,3,3,17,C14H10O3,226.231,226.063,C1=CC2=CC3=C(C(=CC=C3)O)C(=C2C(=C1)O)O,60.7
397,10100,339.22,0,3,25,C22H29NO2,339.479,339.22,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,29.5
264,9991,184.118,4,4,13,C5H12N8,184.207,184.118,CC(=NN=C(N)N)C=NN=C(N)N,154.0
420,9908,280.11,1,3,21,C18H16O3,280.323,280.11,CCC(C1=CC=CC=C1)C2=C(OC3=CC=CC=C3C2=O)O,46.5
466,9904,274.193,1,2,20,C18H26O2,274.404,274.193,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34,37.3
316,9801,329.214,1,1,25,C24H27N,329.487,329.214,CC(CC1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3,12.0
313,9458,248.03,1,7,17,C10H7F3O4,248.157,248.03,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(=O)O,63.6
300,9395,275.056,0,6,18,C10H14NO6P,275.197,275.056,CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],90.6
614,9052,353.09,1,6,26,C19H15NO6,353.33,353.09,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(OC3=CC=CC=C3C2=O)O,109.0
75,9015,124.052,1,2,9,C7H8O2,124.139,124.052,COC1=CC=C(C=C1)O,29.5
64,7741,111.08,2,2,8,C5H9N3,111.148,111.08,C1=C(NN=C1)CCN,54.7
65,7510,109.053,1,2,8,C6H7NO,109.128,109.053,C1=CC(=CN=C1)CO,33.1
258,7187,242.058,0,4,18,C14H10O4,242.23,242.058,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,52.6
122,7172,167.095,3,3,12,C9H13NO2,167.208,167.095,CNCC(C1=CC=C(C=C1)O)O,52.5
249,6834,318.073,0,2,19,C16H19BrN2,319.246,318.073,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2,16.1
502,6691,308.105,1,4,23,C19H16O4,308.333,308.105,CC(=O)CC(C1=CC=CC=C1)C2=C(OC3=CC=CC=C3C2=O)O,63.6
42,6575,129.914,0,0,5,C2HCl3,131.38,129.914,C(=C(Cl)Cl)Cl,0.0
54,6503,121.074,4,4,8,C4H11NO3,121.136,121.074,C(C(CO)(CO)N)O,86.7
246,6257,223.084,1,4,16,C11H13NO4,223.228,223.084,COC1=CC=CC=C1OCC2CNC(=O)O2,56.8
8,6212,117.914,0,0,4,CHCl3,119.369,117.914,C(Cl)(Cl)Cl,0.0
227,6181,432.867,3,4,15,C9H9I2NO3,432.984,432.867,C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N,83.6
826,6138,733.562,0,8,50,C40H80NO8P,734.053,733.562,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,111.0
160,6104,391.999,4,6,13,C6H11AuO5S,392.176,391.999,C(C1C(C(C(C(O1)[S-])O)O)O)O.[Au+],91.2
189,6082,211.121,2,4,15,C11H17NO3,211.261,211.121,CC(C(C1=C(C=CC(=C1)OC)OC)O)N,64.7
10,6058,77.03,2,2,4,C2H7NS,77.145,77.03,C(CS)N,27.0
425,6018,317.199,0,4,23,C19H27NO3,317.429,317.199,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,38.8
343,6009,231.137,0,3,17,C13H17N3O,231.299,231.137,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,26.8
1750,5978,824.4,3,12,60,C46H56N4O10,824.972,824.4,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,171.0
83,5977,175.956,1,1,8,C4H7Cl3O,177.449,175.956,CC(C)(C(Cl)(Cl)Cl)O,20.2
144,5936,184.066,0,4,11,C6H14FO3P,184.147,184.066,CC(C)OP(=O)(OC(C)C)F,35.5
116,5917,138.091,0,3,10,C6H10N4,138.174,138.091,C1CCC2=NN=NN2CC1,43.6
503,5878,306.219,1,3,22,C19H30O3,306.446,306.219,CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C,46.5
523,5857,284.214,1,1,21,C20H28O,284.443,284.214,CC12CCC3C(C1CCC2(C#C)O)CCC4=CCCCC34,20.2
363,5775,281.153,2,3,21,C17H19N3O,281.359,281.153,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,47.9
409,5749,348.254,1,3,25,C21H34NO3+,348.507,348.254,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,46.5
757,5746,334.128,3,8,24,C15H18N4O5,334.332,334.128,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,147.0
401,5736,331.08,0,3,22,C18H18ClNOS,331.858,331.08,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl,37.8
298,5734,212.026,1,5,14,C8H8N2O3S,212.223,212.026,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,94.6
379,5733,291.066,1,3,20,C15H14ClNO3,291.731,291.066,CC1=C(N(C(=C1)CC(=O)O)C)C(=O)C2=CC=C(C=C2)Cl,59.3
417,5732,307.168,0,2,23,C19H21N3O,307.397,307.168,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,37.6
375,5731,287.163,2,3,21,C16H21N3O2,287.363,287.163,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,57.4
487,5719,305.128,0,4,23,C17H15N5O,305.341,305.128,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,74.3
1010,5717,575.209,2,6,41,C31H33N3O6S,575.68,575.209,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,124.0
263,5677,267.132,8,8,18,C10H21NO7,267.278,267.132,C1C(C(C(C(C1(CO)O)O)O)O)NC(CO)CO,154.0
1690,5672,778.394,2,11,57,C45H54N4O8,778.947,778.394,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,134.0
112,5665,129.079,2,3,9,C6H11NO2,129.159,129.079,C=CC(CCC(=O)O)N,63.3
279,5656,277.204,1,3,20,C17H27NO2,277.408,277.204,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,32.7
608,5650,435.227,2,6,32,C24H29N5O3,435.528,435.227,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O,112.0
588,5639,387.227,1,6,28,C20H29N5O3,387.484,387.227,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,68.4
460,5636,382.272,3,5,27,C22H38O5,382.541,382.272,CCCCCCCC(=O)CCC1C(CC(C1CC=CCCCC(=O)O)O)O,94.8
553,5596,392.223,1,3,29,C25H30NO3+,392.519,392.223,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O,46.5
400,5595,284.152,1,3,21,C17H20N2O2,284.359,284.152,CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,45.3
310,5593,284.152,1,3,21,C17H20N2O2,284.359,284.152,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,53.4
681,5591,441.161,2,6,31,C24H27NO5S,441.542,441.161,CC1=C(C(=C2CCC(OC2=C1C)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C)O,110.0
336,5588,278.178,0,2,21,C19H22N2,278.399,278.178,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3,16.1
236,5587,255.174,0,3,19,C16H21N3,255.365,255.174,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,19.4
317,5584,294.21,0,2,22,C20H26N2,294.442,294.21,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,6.5
311,5574,298.15,0,3,21,C18H22N2S,298.448,298.15,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C,31.8
466,5573,387.205,0,6,28,C22H29NO5,387.476,387.205,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C,57.2
314,5572,301.241,1,2,22,C20H31NO,301.474,301.241,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,23.5
416,5568,352.122,0,6,24,C18H19F3N2S,352.419,352.122,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,31.8
510,5566,407.164,0,7,28,C21H24F3N3S,407.499,407.164,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,35.0
472,5556,342.044,0,3,23,C17H12Cl2N4,343.211,342.044,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,43.1
807,5544,394.179,4,7,28,C21H27FO6,394.439,394.179,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,115.0
611,5533,371.151,0,4,26,C19H22ClN5O,371.869,371.151,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,42.4
206,5531,205.133,0,4,15,C10H15N5,205.265,205.133,CCN(CC)C1=CC(=NC2=NC=NN12)C,46.3
116,5530,133.089,1,1,10,C9H11N,133.194,133.089,C1C(C1N)C2=CC=CC=C2,26.0
139,5526,157.11,2,3,11,C8H15NO2,157.213,157.11,C1CC(CCC1CN)C(=O)O,63.3
634,5525,430.247,2,6,31,C24H34N2O5,430.545,430.247,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O,95.9
274,5524,215.142,2,1,16,C13H17N3,215.3,215.142,C1CCC2=C(C1)C=CC=C2NC3=NCCN3,36.4
282,5523,263.189,1,3,19,C16H25NO2,263.381,263.189,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,32.7
483,5516,405.186,0,2,29,C26H28ClNO,405.966,405.186,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3,12.5
867,5515,421.164,2,7,31,C23H23N3O5,421.453,421.164,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=C(C5=C4)CN(C)C)O)O,103.0
556,5514,339.099,1,9,22,C12H21NO8S,339.359,339.099,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,124.0
340,5512,325.241,1,2,24,C22H31NO,325.496,325.241,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,23.5
342,5508,256.097,0,3,19,C15H14NO3-,256.281,256.097,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)[O-],62.1
298,5507,261.056,2,3,18,C14H12ClNO2,261.705,261.056,CC1=C(C=CC(=C1)NC2=CC=CC=C2C(=O)O)Cl,49.3
354,5505,270.104,2,3,18,C12H18N2O3S,270.347,270.104,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,83.6
169,5504,160.1,1,1,12,C10H12N2,160.22,160.1,C1CN=C(N1)CC2=CC=CC=C2,24.4
300,5487,253.019,2,4,16,C9H8ClN5S,253.708,253.019,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,90.4
579,5486,440.234,3,7,30,C22H36N2O5S,440.599,440.234,CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O,113.0
310,5478,316.157,2,8,21,C13H24N4O3S,316.42,316.157,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,108.0
261,5472,263.054,0,2,17,C14H14ClNS,263.783,263.054,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,31.5
636,5470,312.209,1,2,23,C21H28O2,312.453,312.209,CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O,37.3
323,5468,260.051,1,4,18,C14H12O3S,260.307,260.051,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O,82.6
443,5467,328.146,1,5,22,C15H24N2O4S,328.427,328.146,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC,84.1
474,5466,375.133,1,5,25,C20H25NO2S2,375.545,375.133,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C,97.0
711,5454,443.17,0,6,30,C23H29N3O2S2,443.624,443.17,CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,77.5
432,5452,370.154,0,4,25,C21H26N2S2,370.573,370.154,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,57.1
267,5429,180.065,1,3,13,C7H8N4O2,180.167,180.065,CN1C=NC2=C1C(=O)NC(=O)N2C,67.2
449,5426,258.064,1,4,19,C13H10N2O4,258.233,258.064,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,83.6
249,5411,264.184,1,4,19,C15H24N2O2,264.369,264.184,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,41.6
582,5405,471.314,2,3,35,C32H41NO2,471.685,471.314,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,43.7
205,5403,225.136,4,4,16,C12H19NO3,225.288,225.136,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,72.7
544,5401,387.191,1,8,28,C19H25N5O4,387.44,387.191,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,103.0
